id,budget,countries,imdbId,imdbRating,imdbVotes,languages,movieId,plot,poster,released,revenue,runtime,title,tmdbId,url,year
297,null,"[Germany,  USA]",0114571,5.3,2247,[English],312,A self-help advocate struggles to put his dysfunctional family in its place.,https://image.tmdb.org/t/p/w440_and_h660_face/80YaWpUokDoPynsJi0ittpts3J0.jpg,1995-04-12,null,95,Stuart Saves His Family,28033,https://themoviedb.org/movie/28033,1995
298,20000000,[USA],0111333,6.4,17136,[English],313,A power hungry sorcerer transforms a princess into a swan by day in this tale of everlasting love.,https://image.tmdb.org/t/p/w440_and_h660_face/f5YvIPrkJ9HCsNbgzWJJyxXVNhj.jpg,1994-11-18,9771658,90,"Swan Princess, The",22586,https://themoviedb.org/movie/22586,1994
299,null,"[USA,  Ireland]",0111112,7.5,5995,"[English,  Irish]",314,"10-year-old Fiona is sent to live with her grandparents in a small fishing village in Donegal, Ireland. She soon learns the local legend that an ancestor of hers married a Selkie - a seal ...",https://image.tmdb.org/t/p/w440_and_h660_face/knrhzhfMKgTqrDrCy3nBWL5sypa.jpg,1995-02-03,null,103,"Secret of Roan Inish, The",14334,https://themoviedb.org/movie/14334,1994
300,45000000,"[Peru,  USA]",0111255,5.4,48415,[English],315,A woman entices a bomb expert she's involved with into destroying the mafia that killed her family.,https://image.tmdb.org/t/p/w440_and_h660_face/9CVAjtkSaFs9FyddGfThj11ZuQq.jpg,1994-10-07,170362582,110,"Specialist, The",2636,https://themoviedb.org/movie/2636,1994
301,55000000,"[France,  USA]",0111282,7.0,145825,"[English,  Norwegian,  Swedish]",316,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.",https://image.tmdb.org/t/p/w440_and_h660_face/fyTqTETiXncfESLyKfkgEs7qg7d.jpg,1994-10-28,196567262,121,Stargate,2164,https://themoviedb.org/movie/2164,1994
302,22000000,[USA],0111070,6.4,63030,"[English,  Spanish]",317,"When a man inadvertantly kills Santa on Christmas Eve, he finds himself magically recruited to take his place.",https://image.tmdb.org/t/p/w440_and_h660_face/kTYwHdcwWw0vbzZcJnXCCmriHSu.jpg,1994-11-11,189833357,97,"Santa Clause, The",11395,https://themoviedb.org/movie/11395,1994
303,25000000,[USA],0111161,9.3,1626900,[English],318,"Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.",https://image.tmdb.org/t/p/w440_and_h660_face/5KCVkau1HEl7ZzfPsKAPM0sMiKc.jpg,1994-10-14,28341469,142,"Shawshank Redemption, The",278,https://themoviedb.org/movie/278,1994
304,null,[UK],0111149,7.4,44526,[English],319,Three friends discover their new flatmate dead but loaded with cash.,https://image.tmdb.org/t/p/w440_and_h660_face/gqvSKLbfIg1mja1ulVkVcLhdwWF.jpg,1995-02-10,null,92,Shallow Grave,9905,https://themoviedb.org/movie/9905,1994
305,null,[USA],0108260,6.7,1264,[English],320,"Brothers Vincent (rich) and Clay (poor) meet up for the first time after their father's funeral and remark on how similar they look. But unknown to Clay, who thinks his life is taking a ...",https://image.tmdb.org/t/p/w440_and_h660_face/89jGoGPFqOl6JR144iEOxeciggM.jpg,1994-08-24,102780,96,Suture,87078,https://themoviedb.org/movie/87078,1993
306,null,"[Cuba,  Mexico,  Spain,  USA]",0106966,7.4,4071,"[Spanish,  English,  French]",321,"This Oscar nominated film is the story of two men who are opposites, one gay, the other straight, one a fierce communist, the other a fierce individualist, one suspicious, the other accepting, and how they come to love each other.",https://image.tmdb.org/t/p/w440_and_h660_face/tMwUsu080E4kS4rkHPffy1ugvaJ.jpg,1995-01-20,null,108,Strawberry and Chocolate (Fresa y chocolate),12527,https://themoviedb.org/movie/12527,1993
307,null,[USA],0114594,7.1,18781,[English],322,"A young, naive Hollywood studio assistant finally turns the tables on his incredibly abusive producer boss.",https://image.tmdb.org/t/p/w440_and_h660_face/eMRiIJIEyMLjWjktIqjNfzs9jGX.jpg,1995-04-21,null,93,Swimming with Sharks,20306,https://themoviedb.org/movie/20306,1994
308,2,[Australia],0111309,7.4,4188,[English],324,"A widowed father has to deal with two complex issues: while he is searching for Miss Right, his son, who is in his 20s and gay, is searching for Mr. Right.",https://image.tmdb.org/t/p/w440_and_h660_face/4rBI4KISTuMCsWGb0kurWxKjqPQ.jpg,1995-03-08,null,100,"Sum of Us, The",36614,https://themoviedb.org/movie/36614,1994
309,null,"[Canada,  USA]",0113936,5.5,4563,[English],325,"While on detention, a group of misfits and slackers have to write a letter to the President explaining what is wrong with the education system. There is only one problem, the President ...",https://image.tmdb.org/t/p/w440_and_h660_face/8dDKZYb2g840NsKtaXxLTfDLqh0.jpg,1995-09-08,null,91,National Lampoon's Senior Trip,27993,https://themoviedb.org/movie/27993,1995
310,null,"[China,  Hong Kong]",0110081,8.3,11295,[Mandarin],326,"After Fugui and Jiazhen lose their personal fortunes, they raise a family and survive difficult cultural changes during 1940s to 1970s China.",https://image.tmdb.org/t/p/w440_and_h660_face/bv0qREWTw8TPAtgt22ELp1UlKVl.jpg,1994-12-16,null,125,To Live (Huozhe),31439,https://themoviedb.org/movie/31439,1994
311,25000000,[USA],0114614,5.2,24097,[English],327,"Based on the British cult comic-strip, our tank-riding anti-heroine fights a mega-corporation, which controls the world's water supply.",https://image.tmdb.org/t/p/w440_and_h660_face/dpX63vJd6k5fMTudLaEOw9ffX8h.jpg,1995-03-31,4064495,104,Tank Girl,9067,https://themoviedb.org/movie/9067,1995
312,null,[USA],0114608,6.7,16263,[English],328,A man on the run is hunted by a demon known as the Collector.,https://image.tmdb.org/t/p/w440_and_h660_face/8uD5yk0ECebJ59lhvhTBKhUojc.jpg,1995-01-13,null,92,Tales from the Crypt Presents: Demon Knight,9059,https://themoviedb.org/movie/9059,1995
313,38000000,[USA],0111280,6.6,58600,"[English,  Klingon]",329,"Captain Picard, with the help of supposedly dead Captain Kirk, must stop a madman willing to murder on a planetary scale in order to enter an energy ribbon.",https://image.tmdb.org/t/p/w440_and_h660_face/rHsCYDGHFUarGh5k987b0EFU6kC.jpg,1994-11-18,120000000,118,Star Trek: Generations,193,https://themoviedb.org/movie/193,1994
314,6000000,[USA],0114609,6.1,4424,[English],330,A funeral director tells four strange tales of horror with an African American focus to three drug dealers he traps in his place of business.,https://image.tmdb.org/t/p/w440_and_h660_face/2AgQBaFCkQxcSZPIhYztDT8DiaV.jpg,1995-05-24,12000000,98,Tales from the Hood,25066,https://themoviedb.org/movie/25066,1995
315,null,"[UK,  USA]",0111454,6.5,1244,[English],331,"In 1915, T.S. (Tom) Eliot and Vivienne Haigh-Wood elope, but her longstanding gynecological and emotional problems disrupt their planned honeymoon. Her father is angry because Tom's poetry ...",https://image.tmdb.org/t/p/w440_and_h660_face/loBW3CdLeyyv1ZDdydB3HLLdDaz.jpg,1994-12-02,null,115,Tom & Viv,46797,https://themoviedb.org/movie/46797,1994
316,null,[USA],0114852,5.6,20946,[English],332,A small town's women give birth to unfriendly alien children posing as humans.,https://image.tmdb.org/t/p/w440_and_h660_face/1Iezq745huWW3xB5xQMPDdyyWx7.jpg,1995-04-28,null,99,Village of the Damned,12122,https://themoviedb.org/movie/12122,1995
317,null,[USA],0114694,7.0,61305,[English],333,"An incompetent, immature, and dimwitted heir to an auto parts factory must save the business to keep it out of the hands of his new, con-artist relatives and big business.",https://image.tmdb.org/t/p/w440_and_h660_face/cUvdzCbhLyYUAwbIkBjT3tC28cK.jpg,1995-03-31,32648673,97,Tommy Boy,11381,https://themoviedb.org/movie/11381,1995
318,null,[USA],0111590,7.5,3339,[English],334,New York actors rehearse Chekhov's Uncle Vanya in a dilapidated theatre.,https://image.tmdb.org/t/p/w440_and_h660_face/jaC39YeRPdCNjbehyoLCco48Zzk.jpg,1994-10-19,null,119,Vanya on 42nd Street,32636,https://themoviedb.org/movie/32636,1994
319,6500000,[USA],0114788,6.2,2494,[English],335,A recovering gambling addict attempts to reconcile with his family and friends but finds trouble and temptation when caught between feelings for his ex-wife and her dangerous hoodlum boyfriend.,https://image.tmdb.org/t/p/w440_and_h660_face/q3x9mLQuBa4TkbZ0TvVgrxRkfAm.jpg,1995-04-28,null,99,Underneath,36141,https://themoviedb.org/movie/36141,1995
320,null,[USA],0114888,4.8,593,[English],336,"In 1972 Vietnam, a group of United States Marines are sent in to rescue several POW officers. The Landing Zone (LZ) which should have been cold actually turns out to indeed be very hot ...",https://image.tmdb.org/t/p/w440_and_h660_face/c0RtcIN4oSzSZoNs0nJMevfGYS4.jpg,1995-02-24,null,88,"Walking Dead, The",95963,https://themoviedb.org/movie/95963,1995
321,11000000,[USA],0108550,7.8,166885,[English],337,"After his father's death, Gilbert has to care for his mentally disabled brother, Arnie, and his morbidly obese mother, which is suddenly challenged when love walks into his life.",https://image.tmdb.org/t/p/w440_and_h660_face/8FxWgsfDNosewo7H65oE4QkOb7g.jpg,1994-03-04,10032765,118,What's Eating Gilbert Grape,1587,https://themoviedb.org/movie/1587,1993
322,30000000,[USA],0114857,5.5,23129,[English],338,A virtual-reality serial killer manages to escape into the real world.,https://image.tmdb.org/t/p/w440_and_h660_face/5emgnXYrXjqyiup2JsvtuENseiV.jpg,1995-08-04,24048000,106,Virtuosity,9271,https://themoviedb.org/movie/9271,1995
323,17000000,[USA],0114924,6.6,69445,[English],339,A ticket-collecting romantic pretends to be engaged to an unconscious man but can't fool his brother.,https://image.tmdb.org/t/p/w440_and_h660_face/zEwNZItImh1uz5kQuHXenamK3N3.jpg,1995-04-21,182057016,103,While You Were Sleeping,2064,https://themoviedb.org/movie/2064,1995
324,null,[USA],0111667,6.7,10060,[English],340,"Vietnam War vet Costner must deal with a war of a different sort between his son and their friends, and a rival group of children. He also must deal with his own personal and employment ...",https://image.tmdb.org/t/p/w440_and_h660_face/7c76hGYbrbdRVfLxArouzQrYnrK.jpg,1994-11-04,16,126,"War, The",19855,https://themoviedb.org/movie/19855,1994
325,null,[Canada],0109655,7.2,920,"[English,  Cantonese]",341,"Twenty-two year old Chinese-Canadian Jade Li comes from a traditional Chinese family, who try to put on the perfect public persona at all cost so as to save face. One primary part of this...",https://image.tmdb.org/t/p/w440_and_h660_face/woRZTcrRbvcW24zbNcCbVi4QfEF.jpg,1995-07-28,759393,87,Double Happiness,60855,https://themoviedb.org/movie/60855,1994
326,3000000,"[Australia,  France]",0110598,7.2,27243,[English],342,"Muriel finds life in Porpoise Spit, Australia dull and spends her days alone in her room listening to Abba music and dreaming of her wedding day. Slight problem, Muriel has never had a date...",https://image.tmdb.org/t/p/w440_and_h660_face/zJyTr8Fo412a2OIfJGXTRAm4IwX.jpg,1995-03-31,15119639,106,Muriel's Wedding,236,https://themoviedb.org/movie/236,1994
327,null,[USA],0112435,5.7,4206,[English],343,Seven junior-high-school girls organize a daycare camp for children while at the same time experiencing classic adolescent growing pains.,https://image.tmdb.org/t/p/w440_and_h660_face/juT5eKRDhmluaiVhymjViyXArCq.jpg,1995-08-18,null,94,"Baby-Sitters Club, The",48287,https://themoviedb.org/movie/48287,1995
328,15000000,[USA],0109040,6.9,209398,[English],344,A goofy detective specializing in animals goes in search of a missing dolphin mascot of a football team.,https://image.tmdb.org/t/p/w440_and_h660_face/pqiRuETmuSybfnVZ7qyeoXhQyN1.jpg,1994-02-04,107217396,86,Ace Ventura: Pet Detective,3049,https://themoviedb.org/movie/3049,1994
329,null,[Australia],0109045,7.5,35455,"[English,  Filipino]",345,Two drag queens and a transsexual travel across the desert to perform their unique style of cabaret.,https://image.tmdb.org/t/p/w440_and_h660_face/4XZGeeGUKHlzO5lnGQLdwmjmJVZ.jpg,1994-08-10,11224491,104,"Adventures of Priscilla, Queen of the Desert, The",2759,https://themoviedb.org/movie/2759,1994
330,null,"[UK,  Germany]",0106339,6.7,4718,"[English,  German,  French,  Russian]",346,"A dramatization of the Hamburg, Germany phase of the Beatles' early history.",https://image.tmdb.org/t/p/w440_and_h660_face/ipm8ZaNnX80JMD2vjy8MQTm6CWY.jpg,1994-04-15,null,100,Backbeat,12635,https://themoviedb.org/movie/12635,1994
331,5000000,"[France,  UK,  USA]",0104779,7.1,25081,"[English,  French]",347,"British couple Fiona and Nigel Dobson are sailing to Istanbul en route to India. They encounter a beautiful French woman, and that night Nigel meets her while dancing alone in the ship's ...",https://image.tmdb.org/t/p/w440_and_h660_face/qU9hqUSGyQfbkEdqluX21nWVcp9.jpg,1994-03-18,1862805,139,Bitter Moon,10497,https://themoviedb.org/movie/10497,1992
332,null,[USA],0109348,7.5,28587,[English],348,"In New York in 1928, a struggling playwright is forced to cast a mobster's talentless girlfriend in his latest drama in order to get it produced.",https://image.tmdb.org/t/p/w440_and_h660_face/pk1FEwQNn1SswKNhD3jPrnb5OLX.jpg,1995-02-24,null,98,Bullets Over Broadway,11382,https://themoviedb.org/movie/11382,1994
333,62000000,[USA],0109444,6.9,67444,[English],349,CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.,https://image.tmdb.org/t/p/w440_and_h660_face/6xTM8FPxrLRYwz6I3fqtwh7xybs.jpg,1994-08-03,215887717,141,Clear and Present Danger,9331,https://themoviedb.org/movie/9331,1994
334,45000000,[USA],0109446,6.7,44388,[English],350,A young boy who witnessed the suicide of a mafia lawyer hires an attorney to protect him when the district attorney tries to use him to take down a mob family.,https://image.tmdb.org/t/p/w440_and_h660_face/hRviyh7ky1IJ0yusr8ZJ73DNT0Q.jpg,1994-07-20,117615211,119,"Client, The",10731,https://themoviedb.org/movie/10731,1994
335,null,[USA],0109484,6.5,9774,[English],351,"When Manny Singer's wife dies, his young daughter Molly becomes mute and withdrawn. To help cope with looking after Molly, he hires sassy housekeeper Corrina Washington, who coaxes Molly ...",https://image.tmdb.org/t/p/w440_and_h660_face/t0wI2CuqP745ZFOTufIDdPoz2fa.jpg,1994-08-26,null,115,"Corrina, Corrina",10464,https://themoviedb.org/movie/10464,1994
336,14000000,[USA],0109504,6.9,5826,[English],352,"From Spike Lee comes this vibrant semi-autobiographical portrait of a school-teacher, her stubborn jazz-musician husband and their five kids living in '70s Brooklyn.",https://image.tmdb.org/t/p/w440_and_h660_face/iFqe07F78SO0SIBzWcK4I5MwNvP.jpg,1994-05-13,null,115,Crooklyn,34152,https://themoviedb.org/movie/34152,1994
337,15000000,[USA],0109506,7.6,132827,[English],353,A man brutally murdered comes back to life as an undead avenger of his and his fiancée's murder.,https://image.tmdb.org/t/p/w440_and_h660_face/wF2Tnf0bdYrzCKVbWh0mFwPJS6k.jpg,1994-05-13,94000000,102,"Crow, The",9495,https://themoviedb.org/movie/9495,1994
338,null,[USA],0109450,6.4,5841,[English],354,A reporter hired to write the 'official' biography of Ty Cobb discovers just how dark the baseball legend's real story is.,https://image.tmdb.org/t/p/w440_and_h660_face/mMBZVyEVTscAzJYSusvg0u304Nu.jpg,1994-12-02,1007583,128,Cobb,29973,https://themoviedb.org/movie/29973,1994
339,46000000,[USA],0109813,4.8,59119,[English],355,"In this live-action feature of the cartoon show, Fred Flintstone finally gets the job he's always wanted, but it may just come at a price.",https://image.tmdb.org/t/p/w440_and_h660_face/ocsb0qiGlcn6UlcDRHa3xxSCc8Y.jpg,1994-05-27,341631208,91,"Flintstones, The",888,https://themoviedb.org/movie/888,1994
340,55000000,[USA],0109830,8.8,1184397,[English],356,"Forrest Gump, while not intelligent, has accidentally been present at many historic moments, but his true love, Jenny Curran, eludes him.",https://image.tmdb.org/t/p/w440_and_h660_face/clolk7rB5lAjs41SD0Vt6IXYLMm.jpg,1994-07-06,677387716,142,Forrest Gump,13,https://themoviedb.org/movie/13,1994
341,6000000,[UK],0109831,7.1,104849,"[English,  British Sign Language]",357,"Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love.",https://image.tmdb.org/t/p/w440_and_h660_face/qa72G2VS0bpxms6yo0tI9vsHm2e.jpg,1994-04-15,254700832,117,Four Weddings and a Funeral,712,https://themoviedb.org/movie/712,1994
342,null,[USA],0113305,6.5,14432,[English],358,"People from all different walks of life, encounter racial tension, rape, responsibility, and the meaning of an education on a university campus.",https://image.tmdb.org/t/p/w440_and_h660_face/fMTa1CSB1lBTHJI32HWViuKetWQ.jpg,1995-01-11,38290723,127,Higher Learning,16295,https://themoviedb.org/movie/16295,1995
343,45000000,[USA],0110093,5.2,9477,[English],360,Peter Brackett and Sabrina Peterson are two competing Chicago newspaper reporters who join forces to unravel the mystery behind a train derailment.,https://image.tmdb.org/t/p/w440_and_h660_face/lXpbYJQJ7tvYZ8S29Nwpzsh07PN.jpg,1994-06-29,61947267,123,I Love Trouble,10879,https://themoviedb.org/movie/10879,1994
344,null,[USA],0110167,6.3,27032,[English],361,A police officer promises to share his lottery ticket with a waitress in lieu of a tip.,https://image.tmdb.org/t/p/w440_and_h660_face/6UOaeLDOdwwTMQtbl5YL6EGjqy0.jpg,1994-07-29,null,101,It Could Happen to You,10660,https://themoviedb.org/movie/10660,1994
345,null,[USA],0110213,6.0,12283,[English],362,"Rudyard Kipling's classic tale of Mowgli, the orphaned jungle boy raised by wolves, and how he becomes king of the jungle.",https://image.tmdb.org/t/p/w440_and_h660_face/rYoE6cuup9Ofam6AuYaiJLxF9OO.jpg,1994-12-25,43,111,"Jungle Book, The",10714,https://themoviedb.org/movie/10714,1994
346,null,"[France,  UK,  Germany,  Belgium]",0107472,8.1,1235,[German],363,"A documentary about the life and work of Leni Riefenstahl, a German film director most notorious for making the most effective propaganda films for the Nazis.",https://image.tmdb.org/t/p/w440_and_h660_face/aRmw4NFnLHJSmUKqsMJyr6XXLNI.jpg,1994-06-01,449707,180,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)",41647,https://themoviedb.org/movie/41647,1993
347,45000000,[USA],0110357,8.5,613005,"[English,  Swahili,  Xhosa,  Zulu]",364,Lion cub and future king Simba searches for his identity. His eagerness to please others and penchant for testing his boundaries sometimes gets him into trouble.,https://image.tmdb.org/t/p/w440_and_h660_face/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,1994-06-24,763455561,89,"Lion King, The",8587,https://themoviedb.org/movie/8587,1994
348,35000000,"[Italy,  France,  Liechtenstein,  UK]",0107426,6.0,12027,[English],365,"Lama Norbu comes to Seattle in search of the reincarnation of his dead teacher, Lama Dorje. His search leads him to young Jesse Conrad, Raju, a waif from Kathmandu, and an upper class ...",https://image.tmdb.org/t/p/w440_and_h660_face/xy70xtdoKZ3PxlKkakwdhL3UFDQ.jpg,1994-05-25,4858139,123,Little Buddha,1689,https://themoviedb.org/movie/1689,1993
349,14000000,[USA],0111686,6.4,37051,[English],366,A demonic force has chosen Freddy Krueger as its portal to the real world. Can Heather play the part of Nancy one last time and trap the evil trying to enter our world?,https://image.tmdb.org/t/p/w440_and_h660_face/eN3UZUYapJ2CJCD9dN0LUZLouKa.jpg,1994-10-14,18090181,112,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",11596,https://themoviedb.org/movie/11596,1994
350,23000000,[USA],0110475,6.9,256522,"[English,  Swedish]",367,Bank clerk Stanley Ipkiss is transformed into a manic super-hero when he wears a mysterious mask.,https://image.tmdb.org/t/p/w440_and_h660_face/yd3wjLLeQHJ3oRDy4wwiNNFVyLW.jpg,1994-07-29,351583407,101,"Mask, The",854,https://themoviedb.org/movie/854,1994
351,75000000,[USA],0110478,7.0,80052,[English],368,"Bret Maverick, needing money for a poker tournament, faces various comic mishaps and challenges, including a charming woman thief.",https://image.tmdb.org/t/p/w440_and_h660_face/f4quUawXzMMRQ11uoxPjddAftcv.jpg,1994-05-20,183031272,127,Maverick,9359,https://themoviedb.org/movie/9359,1994
352,null,"[USA,  Canada]",0110588,6.4,3612,[English],369,"Dorothy Parker remembers the heyday of the Algonquin Round Table, a circle of friends whose barbed wit, like hers, was fueled by alcohol and flirted with despair.",https://image.tmdb.org/t/p/w440_and_h660_face/avTHiIim0Jm0rs4ehFLck8u3NFW.jpg,1994-11-23,null,125,Mrs. Parker and the Vicious Circle,23333,https://themoviedb.org/movie/23333,1994
353,30000000,[USA],0110622,6.4,74346,[English],370,Frank Drebin comes out of retirement to help Police Squad infiltrate a gang of terrorists planning to detonate a bomb at the Academy Awards.,https://image.tmdb.org/t/p/w440_and_h660_face/hnDzdvCamSKY2yCYGnjD3TkQPrB.jpg,1994-03-18,51132598,83,Naked Gun 33 1/3: The Final Insult,36593,https://themoviedb.org/movie/36593,1994
354,6000000,[USA],0110771,6.6,10275,[English],371,"Henry Hackett is the editor of a New York City tabloid. He is a workaholic who loves his job, but the long hours and low pay are leading to discontent. Also, publisher Bernie White faces ...",https://image.tmdb.org/t/p/w440_and_h660_face/pGPrFbucRLwVtCKCeinwAklAl0l.jpg,1994-03-25,null,112,"Paper, The",12280,https://themoviedb.org/movie/12280,1994
355,11500000,[USA],0110950,6.6,35089,[English],372,Generation X Graduates face life after college with a filmmaker looking for work and love in Houston.,https://image.tmdb.org/t/p/w440_and_h660_face/qGDhodtpkpxkrFqokenGNJlzt6w.jpg,1994-02-18,20079850,99,Reality Bites,2788,https://themoviedb.org/movie/2788,1994
356,8000000,[USA],0105226,7.0,15285,[English],373,"When a promised job for Texan Michael fails to materialise in Wyoming, Mike is mistaken by Wayne to be the hitman he hired to kill his unfaithful wife, Suzanne. Mike takes full advantage of...",https://image.tmdb.org/t/p/w440_and_h660_face/ewofUEqU3Gpr7WSgSz3TEVPIfBg.jpg,1993-05-14,2500000,98,Red Rock West,10427,https://themoviedb.org/movie/10427,1993
357,40000000,[USA],0110989,5.2,47787,"[English,  Latin]",374,A rich young boy finds his family targeted in an inside job and must use his cunning to save them.,https://image.tmdb.org/t/p/w440_and_h660_face/qgGh5d0IHAZRlHIdFS3XWVygumR.jpg,1994-12-21,null,95,Richie Rich,11011,https://themoviedb.org/movie/11011,1994
358,null,[USA],0111054,6.4,1010,[English],375,A mother with seven sons feels like she's losing control of her life and her family. But personal pain and a troubled marriage fade into the background as news comes that one of her sons ...,https://image.tmdb.org/t/p/w440_and_h660_face/yGYwExktUzzNhjeWpQhauIa2SYp.jpg,1995-01-06,null,98,Safe Passage,49803,https://themoviedb.org/movie/49803,1994
359,45000000,[USA],0110997,6.3,31745,"[English,  American Sign Language]",376,Rafting expert Gail takes on a pair of armed killers while navigating a spectacularly violent river.,https://image.tmdb.org/t/p/w440_and_h660_face/mlFa4nZpx5Cxe0K4dhRXpx5LsbJ.jpg,1994-09-30,94216343,111,"River Wild, The",8987,https://themoviedb.org/movie/8987,1994
360,30000000,[USA],0111257,7.2,253400,[English],377,A young cop must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.,https://image.tmdb.org/t/p/w440_and_h660_face/Apu3Ecg11bIEEiKLnbhagGtWNg7.jpg,1994-06-10,350448145,116,Speed,1637,https://themoviedb.org/movie/1637,1994
361,null,[USA],0111256,5.7,4011,[English],378,Two political speechwriters fall in love before they find out they are working for candidates on opposite sides.,https://image.tmdb.org/t/p/w440_and_h660_face/yqTG4PFZjNxIjuBtQBSr1Einl23.jpg,1994-12-16,20667959,99,Speechless,15128,https://themoviedb.org/movie/15128,1994
362,27000000,"[Canada,  USA,  Japan]",0111438,5.8,43377,[English],379,"An officer for a security agency that regulates time travel, must fend for his life against a shady politician who has a tie to his past.",https://image.tmdb.org/t/p/w440_and_h660_face/qDjne2UffjOpZAg9cFmzteWqhd3.jpg,1994-09-16,101646581,99,Timecop,8831,https://themoviedb.org/movie/8831,1994
363,115000000,[USA],0111503,7.2,185345,"[English,  French,  Arabic,  German]",380,"A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used car salesman.",https://image.tmdb.org/t/p/w440_and_h660_face/9yOzwgGdVoRhDYSwVbhyhgNMoUi.jpg,1994-07-15,378882411,141,True Lies,36955,https://themoviedb.org/movie/36955,1994
364,null,[USA],0111693,6.5,16382,"[English,  Vietnamese]",381,"An airline pilot and his wife are forced to face the consequences of her alcoholism when her addictions threaten her life and their daughter's safety. While the woman enters detox, her husband must face the truth of his enabling behavior.",https://image.tmdb.org/t/p/w440_and_h660_face/hXaaL2W2WB7mLsHsxou9ET7Q871.jpg,1994-05-13,50021959,126,When a Man Loves a Woman,10449,https://themoviedb.org/movie/10449,1994
365,70000000,[USA],0111742,6.2,42703,"[English,  Spanish]",382,Publisher Will Randall becomes a werewolf and has to fight to keep his job.,https://image.tmdb.org/t/p/w440_and_h660_face/8ocZb9x6rN82i8ZzZ05j1vWKVOC.jpg,1994-06-17,131002597,125,Wolf,10395,https://themoviedb.org/movie/10395,1994
366,63000000,[USA],0111756,6.6,34332,"[English,  Spanish]",383,Wyatt Earp is a movie about a man and his family. The movie shows us the good times and the bad times of one of the West's most famous individuals.,https://image.tmdb.org/t/p/w440_and_h660_face/51LItgyecu2KMAtIchYogEykCIu.jpg,1994-06-24,25052000,191,Wyatt Earp,12160,https://themoviedb.org/movie/12160,1994
367,null,[USA],0112443,5.4,2189,[English],384,"Nelson Crowe is a CIA operative under the thumb of the Company for a disputed delivery of $50,000 in gold. They blackmail him into working for the Grimes Organization, which is set up as a ...",https://image.tmdb.org/t/p/w440_and_h660_face/5q5r3cpaTDByz4qko9ZWHlK3gMF.jpg,1995-01-20,null,108,Bad Company,40480,https://themoviedb.org/movie/40480,1995
368,10000000,[USA],0110399,5.8,3817,[English],387,"A black detective becomes embroiled in a web of danger while searching for a fortune in missing drug money.During the course of his investigation, he encounters various old connections, ...",https://image.tmdb.org/t/p/w440_and_h660_face/v5XUfLrdoGfatObGXhqckYTNqFT.jpg,1994-11-23,29392418,100,"Low Down Dirty Shame, A",26352,https://themoviedb.org/movie/26352,1994
369,null,[USA],0112570,7.3,409,[English],388,"Each of the three short films in this collection presents a young gay man at the threshold of adulthood. In Pool Days, Justin is a 17-year old Bethesda lad, hired as the evening life ...",https://image.tmdb.org/t/p/w440_and_h660_face/eZBAU51AdvnLXqQN1F2GjHI8T4W.jpg,1994-09-30,null,91,Boys Life,39953,https://themoviedb.org/movie/39953,1994
370,null,[France],0109454,6.8,1293,[French],389,Colonel Chabert has been severely wounded in the French-Russian Napoleonic war to the point that the medical examiner has signed his death certificate. When he regains his health and memory...,https://image.tmdb.org/t/p/w440_and_h660_face/sOSLb3l9VTbnMTzunZDy390xFmm.jpg,1994-09-21,null,110,"Colonel Chabert, Le",41580,https://themoviedb.org/movie/41580,1994
371,45000,[USA],0059170,6.8,10176,[English],390,"Three go-go dancers holding a young girl hostage come across a crippled old man living with his two sons in the desert. After learning he's hiding a sum of cash around, the women start scheming on him.",https://image.tmdb.org/t/p/w440_and_h660_face/4mld2L1vWqgqFQmKa7KU4HzLKPi.jpg,1965-08-06,null,83,Faster Pussycat! Kill! Kill!,315,https://themoviedb.org/movie/315,1965
372,7000000,[USA],0110186,6.6,2466,[English],391,"The story of a young man, Jason (Allen Payne) who must confront his trauma-induced insecurity about love, as well as a sense of owed responsibility to his mother and troubled brother Joshua...",https://image.tmdb.org/t/p/w440_and_h660_face/y3ZZJFdTYd4SezXv1gjRv19Jy32.jpg,1994-09-28,20851521,119,Jason's Lyric,22067,https://themoviedb.org/movie/22067,1994
373,null,[UK],0108069,7.4,1160,[English],392,A boy born the size of a small doll is kidnapped by a genetic lab and must find a way back to his father in this inventive adventure filmed using stop motion animation techniques. Tom meets...,https://image.tmdb.org/t/p/w440_and_h660_face/8Hej4Og2LrpOlBq4tOXwiRqB07l.jpg,1995-01-13,null,60,"Secret Adventures of Tom Thumb, The",18242,https://themoviedb.org/movie/18242,1993
